t,x,xdot,xddot,drag_aero,drag_hover,drag_brake,brakegap,Fload_brakes
0,0,0,0,-0,-0,-0,25,0
0.01,0.00014715,0.02943,2.943,-0,-0,-0,25,-2.58415197551346
0.02,0.000588150091534198,0.0587700183068397,2.93400183068397,-1.6286153392815e-07,-0.000733786850804878,-0.000183294866257867,25,-2.93435081129593
0.03,0.00132210446568014,0.0880208565223496,2.925083821551,-6.49455873386665e-07,-0.00146137117621756,-0.000364297252618937,25,-3.2826623108224
0.04,0.00234812527568228,0.117183305478077,2.91624489557269,-1.45683101042654e-06,-0.00218282917673605,-0.00054304369942052,25,-3.62893901501715
0.05,0.00366533253020858,0.146258145427185,2.90748399491086,-2.58207876079898e-06,-0.00289823578244782,-0.000719570017398475,25,-3.9730515843315
0.06,0.00527285398850494,0.175246146232087,2.89880008049015,-4.02233391805804e-06,-0.00360766467981298,-0.000893911305316182,25,-4.31488671715948
0.07,0.00716982505740491,0.204148067547907,2.89019213158202,-5.77477342762439e-06,-0.00431118833776546,-0.00106610196709281,25,-4.65434534213044
0.08,0.00935538869015397,0.232964659001905,2.88165914539986,-7.83661558025247e-06,-0.00500887803315286,-0.00123617572844719,25,-4.99134104267855
0.09,0.0118286952870083,0.261696660368953,2.87320013670477,-1.02051192243618e-05,-0.00570080387553419,-0.00140416565307306,25,-5.32579867945955
0.1,0.0145889025975689,0.29034480174317,2.86481413742169,-1.28775829967103e-05,-0.0063870348313549,-0.00157010415836083,25,-5.65765318197785
0.11,0.0176351756248139,0.318909803705826,2.85650019626564,-1.58513445709034e-05,-0.00706763874751711,-0.00173402303068052,25,-5.98684848549237
0.12,0.020966686530791,0.347392377489603,2.8482573783777,-1.91237799232513e-05,-0.00774268237436303,-0.00189595344023986,25,-6.31333659311293
0.13,0.0245826145439356,0.375793225139308,2.84008476497043,-2.26923026154978e-05,-0.00841223138808862,-0.00205592595553131,25,-6.63707674615239
0.14,0.0284821458679778,0.404113039669133,2.8319814529825,-2.65543630939646e-05,-0.00907635041260384,-0.00221397055738078,25,-6.95803468840123
0.15,0.0326644735924062,0.432352505216554,2.82394655474216,-3.07074480046645e-05,-0.00973510304085579,-0.00237011665261103,25,-7.27618201214579
0.16,0.0371287976044537,0.460512297192948,2.81597919763942,-3.51490795239536e-05,-0.01038855185563,-0.00252439308733157,25,-7.59149557554429
0.17,0.0418743245025735,0.488593082431013,2.80807852380648,-3.98768147043052e-05,-0.0110367584498446,-0.00267682815986698,25,-7.90395698247238
0.18,0.046900267511374,0.516595519329078,2.80024368980643,-4.4888244834801e-05,-0.0116797834463527,-0.00282744963333499,25,-8.21355211720661
0.19,0.0522058463979812,0.544520257992375,2.79247386632973,-5.0180994815948e-05,-0.0123176865172656,-0.00297628474788499,25,-8.52027072737151
0.2,0.0577902873897999,0.572367940371358,2.78476823789833,-5.57527225484413e-05,-0.0129505264028119,-0.00312336023260786,25,-8.82410604947017
0.21,0.0636528230936424,0.600139200397131,2.77712600257733,-6.16011183355036e-05,-0.0135783609297439,-0.00326870231712688,25,-9.12505447207577
0.22,0.0697926924161984,0.627834664114068,2.76954637169369,-6.77239042984466e-05,-0.0142012470293059,-0.0034123367428799,25,-9.42311523240635
0.23,0.0762091404858171,0.655454949809689,2.76202856956209,-7.41188338051058e-05,-0.0148192407547748,-0.00355428877410192,25,-9.71829014255532
0.24,0.0829014185755749,0.683000668141864,2.75457183321748,-8.0783690910815e-05,-0.0154323972985864,-0.00369458320851743,25,-10.0105833421214
0.25,0.0898687840276013,0.710472422263406,2.74717541215425,-8.77162898115933e-05,-0.0160407710090576,-0.00383324438775122,25,-10.3000010743859
0.26,0.0971105001786389,0.737870807944125,2.73983856807189,-9.49144743092304e-05,-0.016644415406717,-0.0039702962074662,25,-10.5865514835337
0.27,0.104625836286812,0.765196413690393,2.73256057462674,-0.000102376117287963,-0.0172433832002527,-0.00410576212723651,25,-10.8702444307145
0.28,0.112414067459575,0.792449820862292,2.7253407171899,-0.000110099120202443,-0.0178377263020908,-0.00423966518016375,25,-11.1510913270024
0.29,0.120474474582828,0.819631603788402,2.71817829261098,-0.000118081412576716,-0.018427495843611,-0.00437202798224415,25,-11.4291049815359
0.3,0.128806344251162,0.846742329878277,2.71107260898757,-0.00012632095151392,-0.0190127421900121,-0.00450287274149398,25,-11.7042994633182
0.31,0.137408968699217,0.87378255973268,2.70402298544022,-0.000134815721216441,-0.0195935149548358,-0.00463222126684045,25,-11.9766899753293
0.32,0.146281645734138,0.900752847251608,2.69702875189287,-0.000143563732516256,-0.0201698630141572,-0.00476009497678493,25,-12.2462927397492
0.33,0.155423678669097,0.927653739740193,2.69008924885851,-0.000152563022415214,-0.0207418345204522,-0.00488651490784533,25,-12.5131248932261
0.34,0.16483437625786,0.954485778012492,2.68320382722989,-0.000161811653634999,-0.0213094769161504,-0.00501150172278398,25,-12.7772043912339
0.35,0.174513052630389,0.981249496493245,2.6763718480753,-0.000171307714176535,-0.0218728369468803,-0.00513507571862736,25,-13.0385499206698
0.36,0.184459027229444,1.00794542331764,2.66959268243901,-0.000181049316888607,-0.0224319606744169,-0.00525725683448363,25,-13.2971808199281
0.37,0.194671624748177,1.0345740804291,2.66286571114656,-0.000191034599045455,-0.0229868934893382,-0.00537806465916399,25,-13.5531170057661
0.38,0.205150175068699,1.06113598367525,2.65619032461449,-0.000201261721933136,-0.0235376801233995,-0.00549751843861332,25,-13.8063789063498
0.39,0.215894013201585,1.08763164290189,2.64956592266458,-0.000211728870444421,-0.0240843646616309,-0.00561563708315575,25,-14.0569873999256
0.4,0.226902479226321,1.11406156204532,2.64299191434237,-0.000222434252682043,-0.0246269905541676,-0.00573243917456039,25,-14.3049637586212
0.41,0.238174918232661,1.14042623922271,2.63646771773985,-0.000233376099570063,-0.0251656006278183,-0.0058479429729323,25,-14.5503295969271
0.42,0.249710680262879,1.16672616682094,2.62999275982234,-0.00024455266447318,-0.025700237097379,-0.00596216642343377,25,-14.7931068244542
0.43,0.261509120254901,1.19296183158353,2.62356647625922,-0.000255962222823786,-0.0262309415766986,-0.00607512716284068,25,-15.0333176026002
0.44,0.2735695979863,1.21913371469612,2.61718831125858,-0.000267603071756572,-0.0267577550895034,-0.00618684252593849,25,-15.270984304793
0.45,0.285891478019131,1.24524229187017,2.6108577174057,-0.000279473529750517,-0.027280718079985,-0.00629732955176256,25,-15.506129480012
0.46,0.298474129645608,1.27128803342522,2.60457415550508,-0.000291571936278075,-0.02779987042316,-0.00640660498968692,25,-15.7387758193123
0.47,0.311316926834582,1.29727140436948,2.59833709442612,-0.000303896651461392,-0.028315251435005,-0.00651468530536595,25,-15.9689461251049
